City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,raja,8.4596,25.678,26.01,65,61,1.7,SS,1682631840
364,manokwari,-0.8667,134.0833,26.41,78,100,1.18,ID,1682631702
365,colonia rincon viejo,16.9,-95.05,31.7,46,23,8.72,MX,1682631840
366,sayan,-11.1361,-77.1933,24.14,75,66,2.86,PE,1682631840
367,mejit,10.2753,170.8646,27.46,79,66,7.51,MH,1682631841
368,aanekoski,62.6946,25.818,2.04,98,100,1.23,FI,1682631841
369,sai buri,6.7013,101.6168,25.24,90,93,2.05,TH,1682631841
370,kupang,-10.1667,123.5833,26.32,83,75,8.75,ID,1682631841
371,port-vila,-17.7338,168.3219,26.78,78,20,2.57,VU,1682631650
372,sao joao da barra,-21.6403,-41.0511,26.05,88,63,4.6,BR,1682631573
373,hithadhoo,-0.6,73.0833,28.48,76,99,3.62,MV,1682631842
374,toamasina,-18.1667,49.3833,23.0,94,75,1.54,MG,1682631842
375,port lincoln,-34.7333,135.8667,15.2,56,84,6.89,AU,1682631842
376,north shore,-36.8,174.75,18.0,70,100,3.58,NZ,1682631842
377,mishkino,55.3389,63.9175,14.06,52,72,3.7,RU,1682631843
378,xining,36.6167,101.7667,-0.17,76,63,0.71,CN,1682631843
379,svetlyy,54.675,20.1347,3.03,77,4,4.82,RU,1682631843
380,los frentones,-26.4077,-61.4137,21.36,56,4,2.48,AR,1682631843
381,yelabuga,55.7613,52.0649,11.75,85,8,2.53,RU,1682631843
382,zeya,53.75,127.2667,1.91,64,45,1.29,RU,1682631843
383,sergeyevka,53.88,67.4158,15.95,43,98,3.97,KZ,1682631843
384,arkhangel'sk,64.5401,40.5433,0.06,69,0,5.0,RU,1682631843
385,deqen,29.9618,90.7188,3.94,53,91,2.72,CN,1682631844
386,taunggyi,20.7833,97.0333,17.76,55,4,2.2,MM,1682631844
387,luderitz,-26.6481,15.1594,15.52,69,0,5.02,NA,1682631844
388,sheregesh,52.9209,87.9869,4.36,93,100,2.84,RU,1682631844
389,zamora,-4.0692,-78.9567,28.58,93,86,0.67,EC,1682631844
390,sinop,41.7711,34.8709,9.56,99,100,1.83,TR,1682631844
391,bafq,31.6128,55.4107,17.54,67,100,1.2,IR,1682631845
392,konarka,19.9,86.1167,27.22,85,21,4.07,IN,1682631845
393,le vauclin,14.5452,-60.8388,29.03,74,0,4.12,MQ,1682631845
394,lamas,-6.4167,-76.5333,23.26,95,86,0.48,PE,1682631845
395,cam ranh,11.9214,109.1591,26.98,78,40,1.54,VN,1682631845
396,oak ridge,36.0104,-84.2696,15.74,97,100,0.0,US,1682631846
397,aldan,58.6031,125.3894,-3.23,80,21,0.45,RU,1682631846
398,vallenar,-28.5708,-70.7581,21.78,47,0,2.22,CL,1682631846
399,athlone,53.4333,-7.95,9.58,98,100,1.58,IE,1682631846
400,zhangye,38.9342,100.4517,1.82,25,41,2.94,CN,1682631846
401,mazatlan,23.2167,-106.4167,28.98,77,0,3.6,MX,1682631847
402,klaksvik,62.2266,-6.589,1.51,59,100,6.42,FO,1682631847
403,kill devil hills,36.0307,-75.676,20.0,79,40,4.63,US,1682631847
404,pujehun,7.3581,-11.7208,26.35,87,85,1.45,SL,1682631847
405,sao paulo de olivenca,-3.3783,-68.8725,25.96,88,64,1.43,BR,1682631848
406,as sulayyil,20.4607,45.5779,27.14,21,39,1.89,SA,1682631848
407,porto-vecchio,41.591,9.2795,15.74,94,0,1.03,FR,1682631848
408,puerto aysen,-45.4,-72.7,9.02,87,100,3.09,CL,1682631597
409,catarman,12.4989,124.6377,25.17,92,21,1.66,PH,1682631848
410,tomatlan,19.9333,-105.25,31.23,35,48,5.33,MX,1682631848
411,balabac,7.9868,117.0645,27.52,83,100,4.86,PH,1682631848
412,kalabo,-14.97,22.6814,18.05,48,3,2.24,ZM,1682631849
413,lucapa,-8.4192,20.7447,18.55,75,33,1.93,AO,1682631849
414,fisterra,42.9049,-9.2629,16.68,74,100,2.08,ES,1682631849
415,ulan bator,47.9077,106.8832,-2.93,74,75,4.0,MN,1682631849
416,mazagao,-0.115,-51.2894,28.03,97,100,2.37,BR,1682631849
417,khandyga,62.6667,135.6,-2.13,92,93,0.25,RU,1682631849
418,okahandja,-21.9833,16.9167,21.9,47,77,3.37,NA,1682631849
419,ciudad acuna,29.3232,-100.9522,30.73,23,0,3.09,MX,1682631849
420,kirakira,-10.4544,161.9205,27.99,73,7,1.31,SB,1682631850
421,permet,40.2336,20.3517,8.98,81,23,1.55,AL,1682631850
422,tabou,4.423,-7.3528,25.56,89,22,1.17,CI,1682631850
423,crane,31.3974,-102.3501,25.34,17,0,2.95,US,1682631850
424,changji,44.0167,87.3167,17.44,19,0,5.0,CN,1682631850
425,mola di bari,41.0609,17.0873,13.66,59,75,3.57,IT,1682631850
426,gwarzo,11.9152,7.9346,26.99,52,95,7.17,NG,1682631851
427,tsiombe,-25.3,45.4833,19.74,91,0,3.14,MG,1682631851
428,antsiranana,-12.2787,49.2917,25.41,79,54,6.89,MG,1682631851
429,khanpur mahar,27.8436,69.4137,27.45,35,33,2.55,PK,1682631851
430,brookings,44.3114,-96.7984,17.25,59,100,2.57,US,1682631851
431,oranjemund,-28.55,16.4333,13.99,90,6,2.63,NA,1682631851
432,la ronge,55.1001,-105.2842,6.14,56,75,4.12,CA,1682631851
433,sechura,-5.5569,-80.8222,29.68,59,35,5.77,PE,1682631851
434,magadan,59.5667,150.8,-0.12,71,2,4.56,RU,1682631651
435,laranjeiras do sul,-25.4078,-52.4161,13.26,93,9,1.21,BR,1682631852
436,caleta de carquin,-11.0925,-77.6267,23.34,81,72,5.41,PE,1682631852
437,acarau,-2.8856,-40.12,24.64,88,100,2.02,BR,1682631553
438,kunwi,36.2347,128.5728,7.61,75,0,1.54,KR,1682631852
439,ust-tsilma,65.441,52.1498,-12.01,99,43,1.53,RU,1682631852
440,luanda,-8.8368,13.2343,27.0,89,40,3.6,AO,1682631853
441,barranca,-10.75,-77.7667,23.5,81,15,5.4,PE,1682631853
442,krasnopillya,50.7746,35.2597,11.14,97,100,1.35,UA,1682631853
443,rosarito,32.3333,-117.0333,25.35,87,78,4.62,MX,1682631853
444,ngama,11.7833,17.1667,34.29,14,100,3.09,TD,1682631853
445,wuchang,44.9143,127.15,10.49,82,100,4.55,CN,1682631853
446,contamana,-7.3333,-75.0167,26.01,94,99,0.24,PE,1682631853
447,sibay,52.7181,58.6658,13.25,65,100,3.34,RU,1682631853
448,xichang,27.8964,102.2634,13.5,82,3,0.38,CN,1682631853
449,klyuchi,52.2667,79.1667,14.07,52,69,4.27,RU,1682631854
450,juan griego,11.0817,-63.9655,27.85,76,99,4.5,VE,1682631854
451,kollam,8.8833,76.6,27.14,81,73,1.08,IN,1682631854
452,tucupita,9.0622,-62.051,26.74,80,43,2.07,VE,1682631854
453,bel ombre,-4.6167,55.4167,25.91,89,75,4.12,SC,1682631854
454,san julian,21.0167,-102.1667,29.06,6,56,7.89,MX,1682631854
455,jiangzi,28.95,89.6333,-1.37,54,41,2.61,CN,1682631854
456,chibougamau,49.9168,-74.3659,7.79,49,100,2.57,CA,1682631855
457,port blair,11.6667,92.75,28.19,76,66,1.82,IN,1682631855
458,taltal,-25.4,-70.4833,19.1,77,42,2.86,CL,1682631855
459,stephenville,32.2207,-98.2023,22.31,47,40,5.66,US,1682631855
460,san sebastian de la gomera,28.0916,-17.1133,22.31,82,0,1.03,ES,1682631855
461,lastoursville,-0.8143,12.7287,23.68,90,88,1.13,GA,1682631855
462,kralendijk,12.15,-68.2667,29.99,70,20,6.69,BQ,1682631855
463,guerrero negro,27.9769,-114.0611,19.74,63,14,7.62,MX,1682631855
464,toliara,-23.35,43.6667,21.08,78,0,4.69,MG,1682631855
465,meadow lakes,61.6247,-149.6011,9.42,51,40,3.6,US,1682631856
466,katsuura,35.1333,140.3,17.95,70,1,4.95,JP,1682631856
467,san patricio,28.017,-97.5169,28.42,58,55,2.95,US,1682631562
468,yeppoon,-23.1333,150.7333,17.88,81,42,5.91,AU,1682631856
469,hami,42.8,93.45,7.47,16,7,5.04,CN,1682631856
470,tindouf,27.6711,-8.1474,33.25,11,0,2.06,DZ,1682631856
471,cambria,35.5641,-121.0808,32.91,52,26,2.07,US,1682631856
472,tongging,2.8969,98.5262,20.52,92,100,0.99,ID,1682631856
473,colby,39.3958,-101.0524,21.29,47,100,3.09,US,1682631857
474,alice springs,-23.7,133.8833,16.75,82,75,4.59,AU,1682631857
475,boryslav,49.2867,23.4324,1.91,81,16,2.73,UA,1682631857
476,paita,-5.0892,-81.1144,27.37,72,23,5.72,PE,1682631857
477,flying fish cove,-10.4217,105.6791,27.21,81,100,7.37,CX,1682631857
478,muravlenko,63.7898,74.523,-0.95,98,100,5.78,RU,1682631857
479,apolinario saravia,-24.4328,-63.9954,21.74,66,0,3.39,AR,1682631857
480,ilhabela,-23.7781,-45.3581,22.32,81,46,2.7,BR,1682631858
481,buala,-8.145,159.5921,28.94,71,17,1.44,SB,1682631677
482,las heras,-46.5419,-68.9359,10.75,32,100,7.43,AR,1682631858
483,perry,37.2506,-83.1999,17.4,93,100,1.55,US,1682631796
484,pimentel,-6.8367,-79.9342,29.16,58,20,8.23,PE,1682631858
485,puerto santa,-8.9906,-78.6456,24.67,79,31,4.48,PE,1682631859
486,port macquarie,-31.4333,152.9167,15.5,83,9,1.19,AU,1682631859
487,pokhara,28.2333,83.9833,19.51,36,8,3.11,NP,1682631859
488,savoy,45.5,6.4167,8.54,12,85,2.06,FR,1682631860
489,tokar,18.4254,37.729,27.76,74,45,4.25,SD,1682631860
490,bol'shoye boldino,55.0059,45.3142,11.52,75,47,1.59,RU,1682631860
491,badger,64.8,-147.5333,6.14,49,40,2.57,US,1682631860
492,darnah,32.767,22.6367,15.77,67,1,10.41,LY,1682631860
493,murghob,38.1702,73.9667,-9.67,60,100,2.91,TJ,1682631860
494,nemuro,43.3236,145.575,5.59,74,9,5.91,JP,1682631860
495,usakos,-22.0,15.6,24.85,37,24,0.81,NA,1682631861
496,opuwo,-18.0607,13.84,24.26,39,73,1.87,NA,1682631861
497,olsztyn,53.7799,20.4942,-1.02,81,8,2.21,PL,1682631861
498,es castell,39.8795,4.2854,17.38,88,0,2.06,ES,1682631861
499,portage la prairie,49.9728,-98.2926,9.96,62,75,8.75,CA,1682631810
500,bohodukhiv,50.1647,35.5276,11.78,97,100,2.72,UA,1682631861
501,lamar,33.6668,-95.5836,19.09,81,100,5.14,US,1682631861
502,chitipa,-9.7024,33.2697,14.82,97,76,1.66,MW,1682631861
503,kokuy,52.2037,117.5529,1.58,52,100,4.27,RU,1682631861
504,rio grande,-32.035,-52.0986,23.06,71,0,0.72,BR,1682631861
505,el porvenir,13.7617,-87.3458,31.63,65,98,3.05,HN,1682631862
506,nar'yan-mar,67.6713,53.087,-4.66,86,98,3.98,RU,1682631862
507,kertih,4.5141,103.4483,25.01,94,100,0.0,MY,1682631862
508,tarija,-21.5355,-64.7296,27.95,18,0,2.06,BO,1682631862
509,sligo,54.2697,-8.4694,10.89,98,100,2.27,IE,1682631600
510,altadena,34.1897,-118.1312,33.16,46,0,4.63,US,1682631862
511,saldanha,-33.0117,17.9442,15.03,83,0,0.99,ZA,1682631862
512,huarmey,-10.0681,-78.1522,25.51,76,41,4.05,PE,1682631863
513,vila do maio,15.1333,-23.2167,23.44,80,57,6.91,CV,1682631863
514,margate,51.3813,1.3862,10.5,80,100,3.13,GB,1682631863
515,jianshui,23.6363,102.8264,16.84,90,13,1.78,CN,1682631863
516,xiulin,29.7167,112.4,16.74,93,88,1.22,CN,1682631863
517,kendari,-3.945,122.4989,23.59,97,67,0.52,ID,1682631863
518,bubaque,11.2833,-15.8333,25.4,74,10,10.08,GW,1682631863
519,palmer,42.1584,-72.3287,15.43,55,40,3.6,US,1682631863
520,las khorey,11.1595,48.1967,29.77,69,99,1.69,SO,1682631864
521,lydenburg,-25.0978,30.4597,16.15,66,35,0.6,ZA,1682631864
522,pijijiapan,15.7011,-93.23,32.41,45,70,3.79,MX,1682631864
523,redencao,-4.2258,-38.7306,22.2,94,100,0.75,BR,1682631864
524,san felice circeo,41.2372,13.0942,15.74,99,82,1.37,IT,1682631864
525,vanino,49.0869,140.2543,4.58,53,6,2.27,RU,1682631864
526,bakchar,57.0186,82.0711,12.57,64,100,4.12,RU,1682631864
527,ust'-uda,54.1742,103.0304,-1.83,88,99,1.43,RU,1682631865
528,yurimaguas,-5.9,-76.0833,26.09,89,40,0.0,PE,1682631865
529,cidade velha,14.9167,-23.6167,23.26,68,20,7.72,CV,1682631865
530,pisco,-13.7,-76.2167,25.03,69,0,7.2,PE,1682631865
531,jalai nur,49.45,117.7,1.78,47,82,3.07,CN,1682631865
532,tres arroyos,-38.3739,-60.2798,18.82,54,100,3.63,AR,1682631865
533,lodja,-3.4833,23.4333,24.33,76,88,1.0,CD,1682631865
534,na mom,6.9586,100.5568,23.91,94,20,0.0,TH,1682631865
535,sao jose da coroa grande,-8.8978,-35.1478,26.07,82,100,2.85,BR,1682631647
536,korla,41.7597,86.1469,13.43,23,1,5.02,CN,1682631866
537,majuro,7.0897,171.3803,28.98,74,100,7.2,MH,1682631866
538,nanga eboko,4.6833,12.3667,19.99,98,91,1.38,CM,1682631866
539,celestun,20.8667,-90.4,30.42,63,88,5.68,MX,1682631866
540,iquique,-20.2208,-70.1431,22.02,76,6,3.3,CL,1682631726
541,kouroussa,10.65,-9.8833,29.16,10,73,2.25,GN,1682631866
542,carolina beach,34.0352,-77.8936,24.45,84,45,4.82,US,1682631778
543,tual,-5.6667,132.75,28.34,78,93,5.73,ID,1682631866
544,rawlins,41.7911,-107.2387,13.94,28,40,10.8,US,1682631867
545,hodmezovasarhely,46.4167,20.3333,5.1,72,15,1.84,HU,1682631867
546,keetmanshoop,-26.5833,18.1333,19.82,24,2,0.43,NA,1682631867
547,yigo village,13.5361,144.8886,27.08,87,75,7.2,GU,1682631867
548,eilat,29.5581,34.9482,25.91,22,0,2.57,IL,1682631867
549,la tuque,47.4334,-72.7824,11.14,35,72,2.06,CA,1682631867
550,igarka,67.4667,86.5833,-12.73,100,93,1.99,RU,1682631867
551,villa gesell,-37.2639,-56.973,15.59,81,100,4.4,AR,1682631868
552,qala i naw,34.9874,63.1289,17.45,23,7,1.08,AF,1682631868
553,lazaro cardenas,17.9583,-102.2,28.95,52,100,4.99,MX,1682631868
554,jiexiu,37.0244,111.9125,10.22,65,77,2.37,CN,1682631868
555,the pas,53.8251,-101.2541,7.01,61,0,2.57,CA,1682631868
556,cassilandia,-19.1133,-51.7342,22.32,86,25,1.91,BR,1682631869
557,zdolbuniv,50.5206,26.2425,3.27,81,27,3.3,UA,1682631806
558,waddan,29.1614,16.139,21.74,36,0,5.53,LY,1682631869
559,gizo,-8.103,156.8419,29.05,71,65,3.64,SB,1682631869
560,qarauyl,48.9451,79.255,12.79,40,41,2.63,KZ,1682631869
561,civitavecchia,42.0933,11.7967,11.44,76,68,2.2,IT,1682631869
562,kurtalan,37.9272,41.7028,15.03,52,26,1.73,TR,1682631869
563,harstad,68.799,16.5293,5.9,93,100,4.47,NO,1682631869
564,mount isa,-20.7333,139.5,14.87,77,39,2.06,AU,1682631869
565,saint-francois,46.4154,3.9054,15.93,77,0,0.51,FR,1682631869
566,ungsang-nodongjagu,42.3578,130.4622,11.39,83,100,1.37,KP,1682631870
567,viedma,-40.8135,-62.9967,18.58,32,97,3.36,AR,1682631870
568,kuching,1.55,110.3333,27.79,94,20,1.54,MY,1682631870
569,puerto san jose,13.9256,-90.8244,30.4,61,58,4.22,GT,1682631870
570,shingu,33.7333,135.9833,13.79,60,100,0.97,JP,1682631870
571,slave lake,55.2834,-114.769,6.99,61,0,2.06,CA,1682631767
572,fenghuang,27.9356,109.5996,15.43,99,100,0.14,CN,1682631870
573,khromtau,50.2503,58.4347,15.24,53,100,3.54,KZ,1682631871
574,kristinestad,62.2743,21.376,-1.06,83,81,2.7,FI,1682631871
575,san bernardo del viento,9.3533,-75.9524,27.62,79,100,6.5,CO,1682631871
576,port augusta,-32.5,137.7667,14.98,75,80,2.06,AU,1682631871
577,santiago del estero,-27.7951,-64.2615,22.4,66,45,3.5,AR,1682631581
578,kafue,-15.7691,28.1814,16.13,65,21,1.68,ZM,1682631734
579,kingston,17.997,-76.7936,28.47,76,100,4.47,JM,1682631814
580,arteche,12.2645,125.4048,26.45,88,37,2.98,PH,1682631871
581,puerto baquerizo moreno,-0.9,-89.6,28.55,74,20,3.09,EC,1682631871
582,alesund,62.4723,6.1549,1.67,77,20,0.51,NO,1682631871
583,dongkan,33.9997,119.8308,11.63,93,21,3.08,CN,1682631871
584,oranjestad,12.524,-70.027,28.97,70,20,7.2,AW,1682631872
585,severnoye,56.3491,78.3619,12.54,58,100,3.11,RU,1682631872
